"Username","control","Response.RT","Direction","source","encoding","Scored"
"641ecfa9f83175a3d9f63636","Control",2226,"not presented","Prolific","Read",0
"641ecfa9f83175a3d9f63636","Control",2389,"not presented","Prolific","Read",1
"641ecfa9f83175a3d9f63636","Control",2080,"not presented","Prolific","Read",1
"641ecfa9f83175a3d9f63636","Control",2118,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",5623,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",3355,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",3546,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",3392,"not presented","Prolific","Read",1
"64217d8202361ad4dbed3596","Control",3289,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",3171,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",3501,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",3220,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",3133,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",3168,"not presented","Prolific","Read",1
"64217d8202361ad4dbed3596","Control",3173,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",3221,"not presented","Prolific","Read",1
"64217d8202361ad4dbed3596","Control",3672,"not presented","Prolific","Read",1
"64217d8202361ad4dbed3596","Control",4973,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",2924,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",3477,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",3225,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",2796,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",3272,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",3502,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",7096,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",2954,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",3564,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",4171,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",3699,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",15872,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",6361,"not presented","Prolific","Read",1
"64217d8202361ad4dbed3596","Control",4143,"not presented","Prolific","Read",1
"64217d8202361ad4dbed3596","Control",5363,"not presented","Prolific","Read",0
"64217d8202361ad4dbed3596","Control",5796,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",6565,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",3014,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",2269,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",2403,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",2229,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",1992,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",3424,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",3439,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",2092,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",3280,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",1845,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",1899,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",3060,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",2354,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",2347,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",1801,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",1757,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",2486,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",1378,"not presented","Prolific","Read",1
"6425ffdf7fd742839b924ac5","Control",2812,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",2104,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",1762,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",1320,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",1725,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",2853,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",2746,"not presented","Prolific","Read",1
"6425ffdf7fd742839b924ac5","Control",1944,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",3155,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",2506,"not presented","Prolific","Read",0
"6425ffdf7fd742839b924ac5","Control",2820,"not presented","Prolific","Read",0
"642f09a5e0132920e22fbe76","Control",5421,"not presented","Prolific","JOL",1
"642f09a5e0132920e22fbe76","Control",3941,"not presented","Prolific","JOL",1
"642f09a5e0132920e22fbe76","Control",2687,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",3457,"not presented","Prolific","JOL",1
"642f09a5e0132920e22fbe76","Control",2722,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",3207,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",4649,"not presented","Prolific","JOL",1
"642f09a5e0132920e22fbe76","Control",2775,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",3036,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",2481,"not presented","Prolific","JOL",1
"642f09a5e0132920e22fbe76","Control",4159,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",5281,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",2903,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",6678,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",3108,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",3064,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",2649,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",3175,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",5018,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",3402,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",3889,"not presented","Prolific","JOL",1
"642f09a5e0132920e22fbe76","Control",6417,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",2523,"not presented","Prolific","JOL",1
"642f09a5e0132920e22fbe76","Control",2857,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",4586,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",3792,"not presented","Prolific","JOL",1
"642f09a5e0132920e22fbe76","Control",2860,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",2570,"not presented","Prolific","JOL",1
"642f09a5e0132920e22fbe76","Control",3463,"not presented","Prolific","JOL",0
"642f09a5e0132920e22fbe76","Control",4941,"not presented","Prolific","JOL",1
"643097faa7cafe99b1b8ed4f","Control",3466,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3330,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3069,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3120,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",2829,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3116,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3354,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3247,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3036,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",4304,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3692,"not presented","Prolific","JOL",1
"643097faa7cafe99b1b8ed4f","Control",3636,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3043,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3120,"not presented","Prolific","JOL",1
"643097faa7cafe99b1b8ed4f","Control",6404,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3113,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3162,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3274,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3443,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",5238,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",2853,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3521,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",2858,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3009,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3550,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3273,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",2723,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3085,"not presented","Prolific","JOL",1
"643097faa7cafe99b1b8ed4f","Control",3231,"not presented","Prolific","JOL",0
"643097faa7cafe99b1b8ed4f","Control",3055,"not presented","Prolific","JOL",0
"644016f38da1a099aac38389","Control",2206,"not presented","Prolific","Read",0
"644016f38da1a099aac38389","Control",1587,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",1860,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",2130,"not presented","Prolific","Read",0
"644016f38da1a099aac38389","Control",2997,"not presented","Prolific","Read",0
"644016f38da1a099aac38389","Control",1723,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",1858,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",2138,"not presented","Prolific","Read",0
"644016f38da1a099aac38389","Control",2191,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",1640,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",1689,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",3663,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",1432,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",1943,"not presented","Prolific","Read",0
"644016f38da1a099aac38389","Control",2300,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",1849,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",1712,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",1560,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",2144,"not presented","Prolific","Read",0
"644016f38da1a099aac38389","Control",1978,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",2112,"not presented","Prolific","Read",0
"644016f38da1a099aac38389","Control",2868,"not presented","Prolific","Read",0
"644016f38da1a099aac38389","Control",4197,"not presented","Prolific","Read",0
"644016f38da1a099aac38389","Control",3259,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",2275,"not presented","Prolific","Read",0
"644016f38da1a099aac38389","Control",3715,"not presented","Prolific","Read",0
"644016f38da1a099aac38389","Control",1850,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",2112,"not presented","Prolific","Read",0
"644016f38da1a099aac38389","Control",1577,"not presented","Prolific","Read",1
"644016f38da1a099aac38389","Control",2337,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",3637,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",2281,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",1806,"not presented","Prolific","Read",0
"6441b330838ae3895aa76e80","Control",2673,"not presented","Prolific","Read",0
"6441b330838ae3895aa76e80","Control",1533,"not presented","Prolific","Read",0
"6441b330838ae3895aa76e80","Control",1555,"not presented","Prolific","Read",0
"6441b330838ae3895aa76e80","Control",1625,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",1269,"not presented","Prolific","Read",0
"6441b330838ae3895aa76e80","Control",1529,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",2407,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",2161,"not presented","Prolific","Read",0
"6441b330838ae3895aa76e80","Control",14201,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",1869,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",3218,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",1650,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",3377,"not presented","Prolific","Read",0
"6441b330838ae3895aa76e80","Control",4510,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",3059,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",6807,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",1488,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",1906,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",1919,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",1291,"not presented","Prolific","Read",0
"6441b330838ae3895aa76e80","Control",3045,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",9539,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",3373,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",1696,"not presented","Prolific","Read",0
"6441b330838ae3895aa76e80","Control",2919,"not presented","Prolific","Read",1
"6441b330838ae3895aa76e80","Control",1227,"not presented","Prolific","Read",0
"6441b330838ae3895aa76e80","Control",2591,"not presented","Prolific","Read",1
"6447ad029d917ea4a1a090a4","Control",6398,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",4605,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",5139,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",5797,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",3935,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",2731,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",2875,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",2654,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",2223,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",3639,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",2542,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",4151,"not presented","Prolific","Read",1
"6447ad029d917ea4a1a090a4","Control",5751,"not presented","Prolific","Read",1
"6447ad029d917ea4a1a090a4","Control",2496,"not presented","Prolific","Read",1
"6447ad029d917ea4a1a090a4","Control",4525,"not presented","Prolific","Read",1
"6447ad029d917ea4a1a090a4","Control",3926,"not presented","Prolific","Read",1
"6447ad029d917ea4a1a090a4","Control",4157,"not presented","Prolific","Read",1
"6447ad029d917ea4a1a090a4","Control",4980,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",3203,"not presented","Prolific","Read",1
"6447ad029d917ea4a1a090a4","Control",4549,"not presented","Prolific","Read",1
"6447ad029d917ea4a1a090a4","Control",4591,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",3323,"not presented","Prolific","Read",1
"6447ad029d917ea4a1a090a4","Control",2879,"not presented","Prolific","Read",1
"6447ad029d917ea4a1a090a4","Control",2451,"not presented","Prolific","Read",1
"6447ad029d917ea4a1a090a4","Control",2833,"not presented","Prolific","Read",1
"6447ad029d917ea4a1a090a4","Control",3964,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",2648,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",4162,"not presented","Prolific","Read",0
"6447ad029d917ea4a1a090a4","Control",2674,"not presented","Prolific","Read",1
"6447ad029d917ea4a1a090a4","Control",2926,"not presented","Prolific","Read",1
"6447e560a1331745c679a03b","Control",14629,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",6506,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",3697,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",2735,"not presented","Prolific","Read",1
"6447e560a1331745c679a03b","Control",11624,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",2975,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",10040,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",7648,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",11572,"not presented","Prolific","Read",1
"6447e560a1331745c679a03b","Control",6041,"not presented","Prolific","Read",1
"6447e560a1331745c679a03b","Control",3676,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",2231,"not presented","Prolific","Read",1
"6447e560a1331745c679a03b","Control",4000,"not presented","Prolific","Read",1
"6447e560a1331745c679a03b","Control",6526,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",8411,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",2755,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",3399,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",4235,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",2811,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",9016,"not presented","Prolific","Read",1
"6447e560a1331745c679a03b","Control",3483,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",2588,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",23982,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",2249,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",2285,"not presented","Prolific","Read",1
"6447e560a1331745c679a03b","Control",5466,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",3737,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",2496,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",10946,"not presented","Prolific","Read",0
"6447e560a1331745c679a03b","Control",3914,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",2477,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",2295,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",2200,"not presented","Prolific","Read",0
"6452c0ef5f2be87b21ef5ef9","Control",1729,"not presented","Prolific","Read",0
"6452c0ef5f2be87b21ef5ef9","Control",1781,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",4402,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",2045,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",2127,"not presented","Prolific","Read",0
"6452c0ef5f2be87b21ef5ef9","Control",2335,"not presented","Prolific","Read",0
"6452c0ef5f2be87b21ef5ef9","Control",2872,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",1948,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",2163,"not presented","Prolific","Read",0
"6452c0ef5f2be87b21ef5ef9","Control",1710,"not presented","Prolific","Read",0
"6452c0ef5f2be87b21ef5ef9","Control",2119,"not presented","Prolific","Read",0
"6452c0ef5f2be87b21ef5ef9","Control",2047,"not presented","Prolific","Read",0
"6452c0ef5f2be87b21ef5ef9","Control",1611,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",1842,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",2521,"not presented","Prolific","Read",0
"6452c0ef5f2be87b21ef5ef9","Control",2127,"not presented","Prolific","Read",0
"6452c0ef5f2be87b21ef5ef9","Control",2012,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",4275,"not presented","Prolific","Read",0
"6452c0ef5f2be87b21ef5ef9","Control",1924,"not presented","Prolific","Read",0
"6452c0ef5f2be87b21ef5ef9","Control",1969,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",1822,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",3257,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",1931,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",2062,"not presented","Prolific","Read",1
"6452c0ef5f2be87b21ef5ef9","Control",3147,"not presented","Prolific","Read",0
"6452c0ef5f2be87b21ef5ef9","Control",2797,"not presented","Prolific","Read",0
"6452c0ef5f2be87b21ef5ef9","Control",4097,"not presented","Prolific","Read",1
"6452ff6d63dadbe1b5f26962","Control",3758,"not presented","Prolific","Read",0
"6452ff6d63dadbe1b5f26962","Control",2729,"not presented","Prolific","Read",1
"6452ff6d63dadbe1b5f26962","Control",2411,"not presented","Prolific","Read",1
"6452ff6d63dadbe1b5f26962","Control",2923,"not presented","Prolific","Read",1
"6452ff6d63dadbe1b5f26962","Control",4629,"not presented","Prolific","Read",0
"6452ff6d63dadbe1b5f26962","Control",2867,"not presented","Prolific","Read",0
"6452ff6d63dadbe1b5f26962","Control",2845,"not presented","Prolific","Read",1
"6452ff6d63dadbe1b5f26962","Control",2581,"not presented","Prolific","Read",1
"6452ff6d63dadbe1b5f26962","Control",2293,"not presented","Prolific","Read",1
"6452ff6d63dadbe1b5f26962","Control",4439,"not presented","Prolific","Read",1
"6452ff6d63dadbe1b5f26962","Control",2584,"not presented","Prolific","Read",0
"6452ff6d63dadbe1b5f26962","Control",2576,"not presented","Prolific","Read",0
"6452ff6d63dadbe1b5f26962","Control",2323,"not presented","Prolific","Read",1
"6452ff6d63dadbe1b5f26962","Control",2472,"not presented","Prolific","Read",1
"6452ff6d63dadbe1b5f26962","Control",4633,"not presented","Prolific","Read",0
"6452ff6d63dadbe1b5f26962","Control",5697,"not presented","Prolific","Read",0
"6452ff6d63dadbe1b5f26962","Control",3390,"not presented","Prolific","Read",0
"6452ff6d63dadbe1b5f26962","Control",2699,"not presented","Prolific","Read",0
"6452ff6d63dadbe1b5f26962","Control",4841,"not presented","Prolific","Read",1
"6452ff6d63dadbe1b5f26962","Control",7050,"not presented","Prolific","Read",1
"6452ff6d63dadbe1b5f26962","Control",3086,"not presented","Prolific","Read",0
"6452ff6d63dadbe1b5f26962","Control",2766,"not presented","Prolific","Read",0
"6452ff6d63dadbe1b5f26962","Control",3832,"not presented","Prolific","Read",0
"6452ff6d63dadbe1b5f26962","Control",3005,"not presented","Prolific","Read",0
"6452ff6d63dadbe1b5f26962","Control",2566,"not presented","Prolific","Read",1
"6452ff6d63dadbe1b5f26962","Control",2312,"not presented","Prolific","Read",1
"6452ff6d63dadbe1b5f26962","Control",4185,"not presented","Prolific","Read",0
"6452ff6d63dadbe1b5f26962","Control",3020,"not presented","Prolific","Read",0
"6452ff6d63dadbe1b5f26962","Control",4688,"not presented","Prolific","Read",1
"6452ff6d63dadbe1b5f26962","Control",2792,"not presented","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1301,"U","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",2661,"F","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1112,"U","Prolific","Read",0
"545d347afdf99b7f9fca22c7","Presented",1523,"F","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1290,"U","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",2558,"U","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1419,"U","Prolific","Read",0
"545d347afdf99b7f9fca22c7","Presented",1710,"F","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1369,"U","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1287,"F","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1241,"F","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1215,"F","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1184,"F","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1768,"F","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",2263,"F","Prolific","Read",0
"545d347afdf99b7f9fca22c7","Presented",1653,"U","Prolific","Read",0
"545d347afdf99b7f9fca22c7","Presented",2964,"U","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1657,"U","Prolific","Read",0
"545d347afdf99b7f9fca22c7","Presented",1330,"U","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1318,"F","Prolific","Read",0
"545d347afdf99b7f9fca22c7","Presented",1812,"F","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1655,"F","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1521,"U","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1169,"U","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1701,"F","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1406,"F","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1406,"U","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1178,"U","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1329,"F","Prolific","Read",1
"545d347afdf99b7f9fca22c7","Presented",1712,"U","Prolific","Read",1
"55f9e9564f51400011296872","Presented",1606,"U","Prolific","Read",1
"55f9e9564f51400011296872","Presented",2171,"U","Prolific","Read",0
"55f9e9564f51400011296872","Presented",1653,"F","Prolific","Read",1
"55f9e9564f51400011296872","Presented",1456,"F","Prolific","Read",1
"55f9e9564f51400011296872","Presented",2054,"U","Prolific","Read",0
"55f9e9564f51400011296872","Presented",1746,"F","Prolific","Read",1
"55f9e9564f51400011296872","Presented",1397,"U","Prolific","Read",1
"55f9e9564f51400011296872","Presented",1665,"F","Prolific","Read",1
"55f9e9564f51400011296872","Presented",3513,"F","Prolific","Read",0
"55f9e9564f51400011296872","Presented",1769,"F","Prolific","Read",1
"55f9e9564f51400011296872","Presented",2052,"U","Prolific","Read",0
"55f9e9564f51400011296872","Presented",1300,"U","Prolific","Read",1
"55f9e9564f51400011296872","Presented",2006,"F","Prolific","Read",1
"55f9e9564f51400011296872","Presented",1770,"F","Prolific","Read",1
"55f9e9564f51400011296872","Presented",1727,"U","Prolific","Read",1
"55f9e9564f51400011296872","Presented",2252,"F","Prolific","Read",1
"55f9e9564f51400011296872","Presented",2855,"U","Prolific","Read",1
"55f9e9564f51400011296872","Presented",3297,"F","Prolific","Read",1
"55f9e9564f51400011296872","Presented",1623,"U","Prolific","Read",1
"55f9e9564f51400011296872","Presented",1265,"F","Prolific","Read",1
"55f9e9564f51400011296872","Presented",1728,"U","Prolific","Read",1
"55f9e9564f51400011296872","Presented",1913,"U","Prolific","Read",1
"55f9e9564f51400011296872","Presented",1784,"F","Prolific","Read",1
"55f9e9564f51400011296872","Presented",2435,"U","Prolific","Read",1
"55f9e9564f51400011296872","Presented",2735,"F","Prolific","Read",0
"55f9e9564f51400011296872","Presented",1561,"U","Prolific","Read",1
"55f9e9564f51400011296872","Presented",1567,"F","Prolific","Read",1
"55f9e9564f51400011296872","Presented",1926,"U","Prolific","Read",1
"55f9e9564f51400011296872","Presented",1993,"U","Prolific","Read",0
"55f9e9564f51400011296872","Presented",1820,"F","Prolific","Read",0
"565096a1d034af00056cee28","Presented",2016,"U","Prolific","JOL",0
"565096a1d034af00056cee28","Presented",3584,"F","Prolific","JOL",1
"565096a1d034af00056cee28","Presented",1608,"U","Prolific","JOL",1
