"Username","control","Response.RT","Direction","source","Scored","encoding"
"545d347afdf99b7f9fca22c7","Control",1593,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1641,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1666,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1340,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1645,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1516,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1843,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",2404,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1872,"not presented","Prolific",0,"Read"
"545d347afdf99b7f9fca22c7","Control",1389,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1339,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1659,"not presented","Prolific",0,"Read"
"545d347afdf99b7f9fca22c7","Control",1210,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1655,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1692,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1523,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1590,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",8783,"not presented","Prolific",0,"Read"
"545d347afdf99b7f9fca22c7","Control",1388,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1434,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1282,"not presented","Prolific",0,"Read"
"545d347afdf99b7f9fca22c7","Control",1277,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1384,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",2324,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",2080,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1685,"not presented","Prolific",0,"Read"
"545d347afdf99b7f9fca22c7","Control",1635,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1969,"not presented","Prolific",1,"Read"
"545d347afdf99b7f9fca22c7","Control",1274,"not presented","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",1606,"U","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",2171,"U","Prolific",0,"Read"
"55f9e9564f51400011296872","Presented",1653,"F","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",1456,"F","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",2054,"U","Prolific",0,"Read"
"55f9e9564f51400011296872","Presented",1746,"F","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",1397,"U","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",1665,"F","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",3513,"F","Prolific",0,"Read"
"55f9e9564f51400011296872","Presented",1769,"F","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",2052,"U","Prolific",0,"Read"
"55f9e9564f51400011296872","Presented",1300,"U","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",2006,"F","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",1770,"F","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",1727,"U","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",2252,"F","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",2855,"U","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",3297,"F","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",1623,"U","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",1265,"F","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",1728,"U","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",1913,"U","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",1784,"F","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",2435,"U","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",2735,"F","Prolific",0,"Read"
"55f9e9564f51400011296872","Presented",1561,"U","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",1567,"F","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",1926,"U","Prolific",1,"Read"
"55f9e9564f51400011296872","Presented",1993,"U","Prolific",0,"Read"
"55f9e9564f51400011296872","Presented",1820,"F","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",4672,"not presented","Prolific",1,"Read"
"55f9e9564f51400011296872","Control",2050,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",3579,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",3215,"not presented","Prolific",1,"Read"
"55f9e9564f51400011296872","Control",2404,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",2471,"not presented","Prolific",1,"Read"
"55f9e9564f51400011296872","Control",2778,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",1797,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",2014,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",2008,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",2077,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",1960,"not presented","Prolific",1,"Read"
"55f9e9564f51400011296872","Control",1975,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",2058,"not presented","Prolific",1,"Read"
"55f9e9564f51400011296872","Control",1997,"not presented","Prolific",1,"Read"
"55f9e9564f51400011296872","Control",2048,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",2009,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",1562,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",1745,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",2414,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",1868,"not presented","Prolific",1,"Read"
"55f9e9564f51400011296872","Control",1580,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",1857,"not presented","Prolific",1,"Read"
"55f9e9564f51400011296872","Control",1730,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",1867,"not presented","Prolific",1,"Read"
"55f9e9564f51400011296872","Control",1285,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",2076,"not presented","Prolific",1,"Read"
"55f9e9564f51400011296872","Control",2249,"not presented","Prolific",1,"Read"
"55f9e9564f51400011296872","Control",2221,"not presented","Prolific",0,"Read"
"55f9e9564f51400011296872","Control",2204,"not presented","Prolific",1,"Read"
"565096a1d034af00056cee28","Presented",2016,"U","Prolific",0,"JOL"
"565096a1d034af00056cee28","Presented",3584,"F","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",1608,"U","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",1325,"F","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",1642,"U","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",1872,"U","Prolific",0,"JOL"
"565096a1d034af00056cee28","Presented",1580,"U","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",2332,"F","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",1339,"U","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",1780,"F","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",1460,"F","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",1150,"F","Prolific",0,"JOL"
"565096a1d034af00056cee28","Presented",1949,"F","Prolific",0,"JOL"
"565096a1d034af00056cee28","Presented",1516,"F","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",1804,"F","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",2140,"U","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",2434,"U","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",1909,"U","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",1901,"U","Prolific",0,"JOL"
"565096a1d034af00056cee28","Presented",1878,"F","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",1887,"F","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",3302,"F","Prolific",0,"JOL"
"565096a1d034af00056cee28","Presented",1547,"U","Prolific",0,"JOL"
"565096a1d034af00056cee28","Presented",1648,"U","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",2609,"F","Prolific",0,"JOL"
"565096a1d034af00056cee28","Presented",1640,"F","Prolific",1,"JOL"
"565096a1d034af00056cee28","Presented",1607,"U","Prolific",0,"JOL"
"565096a1d034af00056cee28","Presented",1439,"U","Prolific",0,"JOL"
"565096a1d034af00056cee28","Presented",1773,"F","Prolific",0,"JOL"
"565096a1d034af00056cee28","Presented",1527,"U","Prolific",0,"JOL"
"565096a1d034af00056cee28","Control",2355,"not presented","Prolific",0,"JOL"
"565096a1d034af00056cee28","Control",2014,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",2031,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",2025,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1290,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1667,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1623,"not presented","Prolific",0,"JOL"
"565096a1d034af00056cee28","Control",1388,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1804,"not presented","Prolific",0,"JOL"
"565096a1d034af00056cee28","Control",1134,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1319,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1486,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1763,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1393,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",3428,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1796,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1817,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",2388,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1803,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1617,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1564,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1389,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1566,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1720,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1448,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1703,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1694,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1609,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1590,"not presented","Prolific",1,"JOL"
"565096a1d034af00056cee28","Control",1736,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1723,"U","Prolific",0,"JOL"
"568a7774316b10000c506283","Presented",4198,"U","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1464,"F","Prolific",0,"JOL"
"568a7774316b10000c506283","Presented",1638,"F","Prolific",0,"JOL"
"568a7774316b10000c506283","Presented",1640,"U","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",2103,"F","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",4094,"U","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1514,"F","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1643,"F","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1599,"F","Prolific",0,"JOL"
"568a7774316b10000c506283","Presented",1853,"U","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1880,"U","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",2163,"F","Prolific",0,"JOL"
"568a7774316b10000c506283","Presented",1412,"F","Prolific",0,"JOL"
"568a7774316b10000c506283","Presented",1887,"U","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1435,"F","Prolific",0,"JOL"
"568a7774316b10000c506283","Presented",1775,"U","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1737,"F","Prolific",0,"JOL"
"568a7774316b10000c506283","Presented",1770,"U","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1823,"F","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1648,"U","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1508,"U","Prolific",0,"JOL"
"568a7774316b10000c506283","Presented",5603,"F","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",2139,"U","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1827,"F","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1643,"U","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1659,"F","Prolific",0,"JOL"
"568a7774316b10000c506283","Presented",1517,"U","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1619,"U","Prolific",1,"JOL"
"568a7774316b10000c506283","Presented",1537,"F","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",9845,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",7284,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1613,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1582,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1964,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1449,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1583,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1466,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1561,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1496,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1656,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1426,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1492,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1521,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1379,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1515,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1621,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1420,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1856,"not presented","Prolific",0,"JOL"
"568a7774316b10000c506283","Control",1895,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",2245,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1631,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1521,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1834,"not presented","Prolific",0,"JOL"
"568a7774316b10000c506283","Control",1516,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1538,"not presented","Prolific",0,"JOL"
"568a7774316b10000c506283","Control",1524,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1795,"not presented","Prolific",0,"JOL"
"568a7774316b10000c506283","Control",1642,"not presented","Prolific",1,"JOL"
"568a7774316b10000c506283","Control",1795,"not presented","Prolific",1,"JOL"
"568aebfc39a70e000b57acf9","Presented",1759,"U","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",2245,"F","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",1888,"U","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",2740,"F","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",1973,"U","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",1872,"U","Prolific",0,"Read"
"568aebfc39a70e000b57acf9","Presented",2070,"U","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",1776,"F","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",1823,"U","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",2149,"F","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",2006,"F","Prolific",0,"Read"
"568aebfc39a70e000b57acf9","Presented",1967,"F","Prolific",0,"Read"
"568aebfc39a70e000b57acf9","Presented",2204,"F","Prolific",0,"Read"
"568aebfc39a70e000b57acf9","Presented",1859,"F","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",3374,"F","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",2172,"U","Prolific",0,"Read"
"568aebfc39a70e000b57acf9","Presented",1916,"U","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",1698,"U","Prolific",0,"Read"
"568aebfc39a70e000b57acf9","Presented",2701,"U","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",4259,"F","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",2752,"F","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",2188,"F","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",4932,"U","Prolific",0,"Read"
"568aebfc39a70e000b57acf9","Presented",3391,"U","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",1772,"F","Prolific",0,"Read"
"568aebfc39a70e000b57acf9","Presented",1769,"F","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",2001,"U","Prolific",0,"Read"
"568aebfc39a70e000b57acf9","Presented",1887,"U","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Presented",2305,"F","Prolific",0,"Read"
"568aebfc39a70e000b57acf9","Presented",2156,"U","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",2740,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",2108,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",1759,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",3284,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",2911,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",2101,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",5002,"not presented","Prolific",0,"Read"
"568aebfc39a70e000b57acf9","Control",2180,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",4378,"not presented","Prolific",0,"Read"
"568aebfc39a70e000b57acf9","Control",3425,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",2233,"not presented","Prolific",0,"Read"
"568aebfc39a70e000b57acf9","Control",1837,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",2059,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",4339,"not presented","Prolific",0,"Read"
"568aebfc39a70e000b57acf9","Control",1868,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",2118,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",2326,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",1967,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",1893,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",2073,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",1651,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",1709,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",1759,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",2040,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",2234,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",2116,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",1968,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",2039,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",1687,"not presented","Prolific",1,"Read"
"568aebfc39a70e000b57acf9","Control",2299,"not presented","Prolific",1,"Read"
"56d1af6521cd29000b973ff2","Presented",2013,"U","Prolific",0,"JOL"
"56d1af6521cd29000b973ff2","Presented",2293,"U","Prolific",0,"JOL"
"56d1af6521cd29000b973ff2","Presented",2828,"F","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",1879,"F","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",1875,"U","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",2432,"F","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",2471,"U","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",9395,"F","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",1863,"F","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",2239,"F","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",2236,"U","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",2533,"U","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",1857,"F","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",2237,"F","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",5458,"U","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",2965,"F","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",2046,"U","Prolific",0,"JOL"
"56d1af6521cd29000b973ff2","Presented",2246,"F","Prolific",0,"JOL"
"56d1af6521cd29000b973ff2","Presented",2532,"U","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",2675,"F","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",13272,"U","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",2479,"U","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",3161,"F","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",2948,"U","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",2408,"F","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",2423,"U","Prolific",0,"JOL"
"56d1af6521cd29000b973ff2","Presented",2319,"F","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",1896,"U","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Presented",2223,"U","Prolific",0,"JOL"
"56d1af6521cd29000b973ff2","Presented",2612,"F","Prolific",0,"JOL"
"56d1af6521cd29000b973ff2","Control",2303,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2340,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",1763,"not presented","Prolific",0,"JOL"
"56d1af6521cd29000b973ff2","Control",1951,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2060,"not presented","Prolific",0,"JOL"
"56d1af6521cd29000b973ff2","Control",2104,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2115,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2033,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",1919,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2044,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2658,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2843,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2509,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",1830,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2776,"not presented","Prolific",0,"JOL"
"56d1af6521cd29000b973ff2","Control",3075,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",5694,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2484,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2571,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2004,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2098,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2958,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2550,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2786,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",3282,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",6421,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2056,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",1950,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",2468,"not presented","Prolific",1,"JOL"
"56d1af6521cd29000b973ff2","Control",1949,"not presented","Prolific",1,"JOL"
"5731e2e45b8b06000f7e3671","Presented",2838,"U","Prolific",1,"JOL"
"5731e2e45b8b06000f7e3671","Presented",1495,"F","Prolific",1,"JOL"
