Cue,Answer,Shuffle,Stimuli Notes,Value
 ,FEATHER,RECOG,Control,113
 ,SEED,RECOG,Control,114
 ,CAVE,RECOG,Control,115
 ,BASKET,RECOG,Control,116
 ,THIGH,RECOG,Control,117
 ,PEAK,RECOG,Control,118
 ,KNOB,RECOG,Control,119
 ,MUSCLE,RECOG,Control,120
 ,PLANT,RECOG,Control,121
 ,CUT,RECOG,Control,122
 ,HAMMER,RECOG,Control,123
 ,CLOTHES,RECOG,Control,124
 ,RED,RECOG,Control,125
 ,FIRE,RECOG,Control,126
 ,PAPER,RECOG,Control,127
 ,SMELL,RECOG,Control,128
 ,BASEBALL,RECOG,Control,129
 ,STING,RECOG,Control,130
 ,FIGHT,RECOG,Control,131
 ,COLD,RECOG,Control,132
 ,COW,RECOG,Control,133
 ,BUG,RECOG,Control,134
 ,WATER,RECOG,Control,135
 ,VASE                     ,RECOG,Control,136
 ,CAR,RECOG,Control,137
 ,WOLF,RECOG,Control,138
 ,ACCIDENT,RECOG,Control,139
 ,RIDDLE,RECOG,Control,140
 ,CLUTTER                  ,RECOG,Control,141
 ,SACK,RECOG,Control,142
 ,HORN,RECOG,Control,143
 ,BUSINESS,RECOG,Control,144
 ,HIDE                     ,RECOG,Control,145
 ,TOIL                     ,RECOG,Control,146
 ,OUNCE                    ,RECOG,Control,147
 ,BRONZE                   ,RECOG,Control,148
 ,CHILDREN,RECOG,Control,149
 ,LEG,RECOG,Control,150
